ccaa,date,deaths_observed,deaths_expected,deaths_expected_p01,deaths_expected_p99
"Navarra, Comunidad Foral de",2020-04-16,20,15,9.07,22.31
"Navarra, Comunidad Foral de",2020-04-17,27,15,6.69,22.31
"Navarra, Comunidad Foral de",2020-04-18,27,15,6.69,22.31
"Navarra, Comunidad Foral de",2020-04-19,23,15,6.69,22.31
"Navarra, Comunidad Foral de",2020-04-20,17,14,6.69,23
"Navarra, Comunidad Foral de",2020-04-21,20,15,7.38,23
"Navarra, Comunidad Foral de",2020-04-22,21,15,6.69,23
"Navarra, Comunidad Foral de",2020-04-23,22,14.5,6,25.17
"Navarra, Comunidad Foral de",2020-04-24,17,14,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-25,26,14,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-26,14,14,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-27,16,15,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-28,21,14.5,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-29,13,14,6.69,25.86
"Navarra, Comunidad Foral de",2020-04-30,13,14,6.07,25.55
"Navarra, Comunidad Foral de",2020-05-01,16,14,6.07,25.55
"Navarra, Comunidad Foral de",2020-05-02,20,14.5,6.07,25.55
"Navarra, Comunidad Foral de",2020-05-03,14,14.5,5.38,25.55
"Navarra, Comunidad Foral de",2020-05-04,16,15,5.38,25.55
"Navarra, Comunidad Foral de",2020-05-05,17,14.5,5.38,25.55
"Navarra, Comunidad Foral de",2020-05-06,13,15,5.38,25.55
"Navarra, Comunidad Foral de",2020-05-07,19,15,6,22.62
"Navarra, Comunidad Foral de",2020-05-08,17,15,6,22
"Navarra, Comunidad Foral de",2020-05-09,9,15,6,22
"Navarra, Comunidad Foral de",2020-05-10,13,15,7.38,22
"Navarra, Comunidad Foral de",2020-05-11,14,15,7.38,21.31
"Navarra, Comunidad Foral de",2020-05-12,16,15,7.38,22
"Navarra, Comunidad Foral de",2020-05-13,12,15,7.38,22
"Navarra, Comunidad Foral de",2020-05-14,11,15,8,21.31
"Navarra, Comunidad Foral de",2020-05-15,20,15,8,21.31
"Navarra, Comunidad Foral de",2020-05-16,9,15,8.69,22.31
"Navarra, Comunidad Foral de",2020-05-17,12,14,8.69,23
"Navarra, Comunidad Foral de",2020-05-18,10,14,8,24
"Navarra, Comunidad Foral de",2020-05-19,14,14,8.69,24
"Navarra, Comunidad Foral de",2020-05-20,15,14,7.07,24.31
"Navarra, Comunidad Foral de",2020-05-21,18,14,7.07,24.31
"Navarra, Comunidad Foral de",2020-05-22,18,15,7.07,24.31
"Navarra, Comunidad Foral de",2020-05-23,12,15,5.69,24.31
"Navarra, Comunidad Foral de",2020-05-24,10,14.5,4.69,25
"Navarra, Comunidad Foral de",2020-05-25,15,14,4.69,25
"Navarra, Comunidad Foral de",2020-05-26,15,15,4.69,25
"Navarra, Comunidad Foral de",2020-05-27,14,15,5.38,23.62
"Navarra, Comunidad Foral de",2020-05-28,9,14,5.38,22.93
"Navarra, Comunidad Foral de",2020-05-29,16,13,5.38,22.93
"Navarra, Comunidad Foral de",2020-05-30,18,13,5.38,22.93
"Navarra, Comunidad Foral de",2020-05-31,11,14,6,21.31
"Navarra, Comunidad Foral de",2020-06-01,14,14,6,21.31
"Navarra, Comunidad Foral de",2020-06-02,13,14,6,22.31
"Navarra, Comunidad Foral de",2020-06-03,15,14,6,22.31
"Navarra, Comunidad Foral de",2020-06-04,15,15,6,22.31
"Navarra, Comunidad Foral de",2020-06-05,14,15,6,23.31
"Navarra, Comunidad Foral de",2020-06-06,14,15,7.38,23.31
"Navarra, Comunidad Foral de",2020-06-07,11,14,7.38,23.31
"Navarra, Comunidad Foral de",2020-06-08,8,14,7.38,23.31
"Navarra, Comunidad Foral de",2020-06-09,13,14,7.38,22.62
"Navarra, Comunidad Foral de",2020-06-10,11,14.5,7.38,22.62
"Navarra, Comunidad Foral de",2020-06-11,11,14,7.38,22.62
"Navarra, Comunidad Foral de",2020-06-12,16,14.5,8,22
"Navarra, Comunidad Foral de",2020-06-13,8,14,8.69,21.31
"Navarra, Comunidad Foral de",2020-06-14,13,15,8.69,21.31
"Navarra, Comunidad Foral de",2020-06-15,15,14,7.38,21.31
"Navarra, Comunidad Foral de",2020-06-16,11,14,7.38,20.62
"Navarra, Comunidad Foral de",2020-06-17,12,14,7.38,22.62
"Navarra, Comunidad Foral de",2020-06-18,15,14,7.38,23.31
"Navarra, Comunidad Foral de",2020-06-19,13,14,6,23.31
"Navarra, Comunidad Foral de",2020-06-20,9,14,6,23.31
"Navarra, Comunidad Foral de",2020-06-21,10,14,6,23.31
"Navarra, Comunidad Foral de",2020-06-22,6,14,6.69,23.31
"Navarra, Comunidad Foral de",2020-06-23,17,14,6.69,23.31
"Navarra, Comunidad Foral de",2020-06-24,18,14.5,6.69,23.31
"Navarra, Comunidad Foral de",2020-06-25,19,14,6.69,23.31
"Navarra, Comunidad Foral de",2020-06-26,13,14,7.69,23.31
"Navarra, Comunidad Foral de",2020-06-27,15,14,8.69,23.31
"Navarra, Comunidad Foral de",2020-06-28,13,15,7.76,23.31
"Navarra, Comunidad Foral de",2020-06-29,18,15,7.76,24.31
"Navarra, Comunidad Foral de",2020-06-30,13,15,5.69,24.31
"Navarra, Comunidad Foral de",2020-07-01,12,15,5.69,25
"Navarra, Comunidad Foral de",2020-07-02,21,15,5.69,25
"Navarra, Comunidad Foral de",2020-07-03,11,15,5.69,25
"Navarra, Comunidad Foral de",2020-07-04,9,15,5.69,25
"Navarra, Comunidad Foral de",2020-07-05,18,15,7.38,25
"Navarra, Comunidad Foral de",2020-07-06,20,15,7.38,24.31
"Navarra, Comunidad Foral de",2020-07-07,12,14.5,8,23.62
"Navarra, Comunidad Foral de",2020-07-08,12,14,8,23
"Navarra, Comunidad Foral de",2020-07-09,14,14,8,23
"Navarra, Comunidad Foral de",2020-07-10,13,14,8,23
"Navarra, Comunidad Foral de",2020-07-11,9,14,8,23
"Navarra, Comunidad Foral de",2020-07-12,19,13,8,20.93
"Navarra, Comunidad Foral de",2020-07-13,10,13,8,20.93
"Navarra, Comunidad Foral de",2020-07-14,13,13,8,20
"Navarra, Comunidad Foral de",2020-07-15,12,13,8,24.93
"Navarra, Comunidad Foral de",2020-07-16,13,13,8,24.93
"Navarra, Comunidad Foral de",2020-07-17,17,13,8,24.93
"Navarra, Comunidad Foral de",2020-07-18,8,14,8,24.93
"Navarra, Comunidad Foral de",2020-07-19,14,14,7.38,24.93
"Navarra, Comunidad Foral de",2020-07-20,18,15,6.69,24.93
"Navarra, Comunidad Foral de",2020-07-21,8,15,6.69,27.31
"Navarra, Comunidad Foral de",2020-07-22,15,15,6.69,25.93
"Navarra, Comunidad Foral de",2020-07-23,11,15,6.69,25.93
"Navarra, Comunidad Foral de",2020-07-24,9,15,6.69,25.93
"Navarra, Comunidad Foral de",2020-07-25,16,15,6.69,25.93
"Navarra, Comunidad Foral de",2020-07-26,14,15,7.69,25.93
"Navarra, Comunidad Foral de",2020-07-27,9,15,8.69,25.93
"Navarra, Comunidad Foral de",2020-07-28,9,15,9.69,25.93
"Navarra, Comunidad Foral de",2020-07-29,17,15,9.69,23.86
"Navarra, Comunidad Foral de",2020-07-30,23,15,9.69,23.86
"Navarra, Comunidad Foral de",2020-07-31,20,15,9.69,23.86
"Navarra, Comunidad Foral de",2020-08-01,9,15,9,24.55
"Navarra, Comunidad Foral de",2020-08-02,16,15,8.38,24.55
"Navarra, Comunidad Foral de",2020-08-03,9,15,8.38,24.55
"Navarra, Comunidad Foral de",2020-08-04,11,14.5,7.69,22.31
"Navarra, Comunidad Foral de",2020-08-05,14,14,7.69,23
"Navarra, Comunidad Foral de",2020-08-06,13,13,6.69,23
"Navarra, Comunidad Foral de",2020-08-07,16,13.5,6.69,23
"Navarra, Comunidad Foral de",2020-08-08,16,14,6.69,22.31
"Navarra, Comunidad Foral de",2020-08-09,19,14,7.38,23.31
"Navarra, Comunidad Foral de",2020-08-10,16,14,5.07,23.31
"Navarra, Comunidad Foral de",2020-08-11,23,14,5.07,23.31
"Navarra, Comunidad Foral de",2020-08-12,14,14,5.07,22.62
"Navarra, Comunidad Foral de",2020-08-13,11,14,5.76,22.62
"Navarra, Comunidad Foral de",2020-08-14,18,14,5.76,21.24
"Navarra, Comunidad Foral de",2020-08-15,14,13,5.76,24
"Navarra, Comunidad Foral de",2020-08-16,16,13,5.76,23.31
"Navarra, Comunidad Foral de",2020-08-17,21,14,8.69,23.31
"Navarra, Comunidad Foral de",2020-08-18,15,14,9,24
"Navarra, Comunidad Foral de",2020-08-19,14,14,6.69,24
"Navarra, Comunidad Foral de",2020-08-20,17,14.5,6.69,24
"Navarra, Comunidad Foral de",2020-08-21,18,15,6.69,24
"Navarra, Comunidad Foral de",2020-08-22,21,15,5.07,24
"Navarra, Comunidad Foral de",2020-08-23,13,15,5.07,24
"Navarra, Comunidad Foral de",2020-08-24,13,14,5.07,24
"Navarra, Comunidad Foral de",2020-08-25,16,14,5.07,23
"Navarra, Comunidad Foral de",2020-08-26,12,14,5.76,22.31
"Navarra, Comunidad Foral de",2020-08-27,9,14,5.07,22.31
"Navarra, Comunidad Foral de",2020-08-28,20,13,5.07,22.31
"Navarra, Comunidad Foral de",2020-08-29,8,13,7.38,22
"Navarra, Comunidad Foral de",2020-08-30,13,13,6,22.93
"Navarra, Comunidad Foral de",2020-08-31,13,13,6,22.24
"Navarra, Comunidad Foral de",2020-09-01,12,13,6,22.24
"Navarra, Comunidad Foral de",2020-09-02,17,13,6,22.24
"Navarra, Comunidad Foral de",2020-09-03,13,13,6.69,22.24
"Navarra, Comunidad Foral de",2020-09-04,13,13,6,22.24
"Navarra, Comunidad Foral de",2020-09-05,15,13.5,6,22.24
"Navarra, Comunidad Foral de",2020-09-06,20,13.5,6.69,21
"Navarra, Comunidad Foral de",2020-09-07,12,13,6.69,21
"Navarra, Comunidad Foral de",2020-09-08,10,13,7.38,21
"Navarra, Comunidad Foral de",2020-09-09,8,13,7.38,21
"Navarra, Comunidad Foral de",2020-09-10,16,13,7.38,21
"Navarra, Comunidad Foral de",2020-09-11,17,13,8,20.31
"Navarra, Comunidad Foral de",2020-09-12,20,13,8,20.31
"Navarra, Comunidad Foral de",2020-09-13,16,12,7.38,19.62
"Navarra, Comunidad Foral de",2020-09-14,18,13,7.38,21.31
"Navarra, Comunidad Foral de",2020-09-15,14,13.5,7.38,22
"Navarra, Comunidad Foral de",2020-09-16,15,13,7.38,22.31
"Navarra, Comunidad Foral de",2020-09-17,16,13,7.38,22.31
"Navarra, Comunidad Foral de",2020-09-18,17,13,6.69,22.31
"Navarra, Comunidad Foral de",2020-09-19,27,13,6.69,22.31
"Navarra, Comunidad Foral de",2020-09-20,16,13.5,7,22.31
"Navarra, Comunidad Foral de",2020-09-21,19,13,7,22.31
"Navarra, Comunidad Foral de",2020-09-22,22,13,7,23
"Navarra, Comunidad Foral de",2020-09-23,16,13.5,7,21.62
"Navarra, Comunidad Foral de",2020-09-24,16,14,7,22.31
"Navarra, Comunidad Foral de",2020-09-25,18,14,6.38,22.31
"Navarra, Comunidad Foral de",2020-09-26,13,14,6.38,22.31
"Navarra, Comunidad Foral de",2020-09-27,12,14,7.07,22.31
"Navarra, Comunidad Foral de",2020-09-28,15,14,7.07,22.31
"Navarra, Comunidad Foral de",2020-09-29,19,14,7.07,21.31
"Navarra, Comunidad Foral de",2020-09-30,16,14,7.07,22.62
"Navarra, Comunidad Foral de",2020-10-01,11,14,7.07,21.93
"Navarra, Comunidad Foral de",2020-10-02,18,14,8,21.93
"Navarra, Comunidad Foral de",2020-10-03,12,14.5,8,23.31
"Navarra, Comunidad Foral de",2020-10-04,19,14,8,24.62
"Navarra, Comunidad Foral de",2020-10-05,21,14,6.69,24.62
"Navarra, Comunidad Foral de",2020-10-06,24,14,6.69,24.62
"Navarra, Comunidad Foral de",2020-10-07,20,14,6.69,23.93
"Navarra, Comunidad Foral de",2020-10-08,17,14,6.69,23.93
"Navarra, Comunidad Foral de",2020-10-09,26,14,6,23.93
"Navarra, Comunidad Foral de",2020-10-10,23,14,6,21.86
"Navarra, Comunidad Foral de",2020-10-11,17,13.5,6,20
"Navarra, Comunidad Foral de",2020-10-12,11,14,6.69,20.31
"Navarra, Comunidad Foral de",2020-10-13,13,14,6.69,20.31
"Navarra, Comunidad Foral de",2020-10-14,20,13,6.69,20.31
"Navarra, Comunidad Foral de",2020-10-15,19,14,6.69,21.62
"Navarra, Comunidad Foral de",2020-10-16,26,14.5,7.69,23.93
"Navarra, Comunidad Foral de",2020-10-17,14,15,7.69,23.93
"Navarra, Comunidad Foral de",2020-10-18,14,14.5,8.69,23.93
"Navarra, Comunidad Foral de",2020-10-19,13,15,8.69,23.93
"Navarra, Comunidad Foral de",2020-10-20,28,15,8,24.62
"Navarra, Comunidad Foral de",2020-10-21,15,15,8.69,24.62
"Navarra, Comunidad Foral de",2020-10-22,18,15.5,8.69,24.62
"Navarra, Comunidad Foral de",2020-10-23,18,15,7.07,22.62
"Navarra, Comunidad Foral de",2020-10-24,18,15,7.07,22.62
"Navarra, Comunidad Foral de",2020-10-25,22,16,7.07,22.62
"Navarra, Comunidad Foral de",2020-10-26,16,15,7.07,22.62
"Navarra, Comunidad Foral de",2020-10-27,20,15,7.76,21.31
"Navarra, Comunidad Foral de",2020-10-28,21,15,7.76,22
"Navarra, Comunidad Foral de",2020-10-29,20,15,7.76,22
"Navarra, Comunidad Foral de",2020-10-30,20,15,9,22
"Navarra, Comunidad Foral de",2020-10-31,20,15,7.69,22
"Navarra, Comunidad Foral de",2020-11-01,22,15,7.69,22
"Navarra, Comunidad Foral de",2020-11-02,21,15,7.69,22
"Navarra, Comunidad Foral de",2020-11-03,14,15,7.69,22.31
"Navarra, Comunidad Foral de",2020-11-04,18,15,7.69,23.31
"Navarra, Comunidad Foral de",2020-11-05,27,15,7,24
"Navarra, Comunidad Foral de",2020-11-06,18,15,7,24
"Navarra, Comunidad Foral de",2020-11-07,23,15,7,24
"Navarra, Comunidad Foral de",2020-11-08,23,15,6.38,24
"Navarra, Comunidad Foral de",2020-11-09,15,15,6.38,24
"Navarra, Comunidad Foral de",2020-11-10,22,14.5,6.38,24
"Navarra, Comunidad Foral de",2020-11-11,19,15,6.38,21.93
"Navarra, Comunidad Foral de",2020-11-12,14,15,6.38,21
"Navarra, Comunidad Foral de",2020-11-13,18,15,6.38,21
"Navarra, Comunidad Foral de",2020-11-14,19,15,6.38,21.31
"Navarra, Comunidad Foral de",2020-11-15,17,15,8.38,21.31
"Navarra, Comunidad Foral de",2020-11-16,31,15,8.07,22.93
"Navarra, Comunidad Foral de",2020-11-17,19,15.5,8.07,22.93
"Navarra, Comunidad Foral de",2020-11-18,21,15,8.07,23.62
"Navarra, Comunidad Foral de",2020-11-19,21,15,8.07,23.62
"Navarra, Comunidad Foral de",2020-11-20,21,15,7.38,23.62
"Navarra, Comunidad Foral de",2020-11-21,22,15,7.38,23.62
"Navarra, Comunidad Foral de",2020-11-22,17,15,7.38,23.62
"Navarra, Comunidad Foral de",2020-11-23,16,15,7.69,21.62
"Navarra, Comunidad Foral de",2020-11-24,16,15,7.69,22.31
"Navarra, Comunidad Foral de",2020-11-25,18,15,7,21.31
"Navarra, Comunidad Foral de",2020-11-26,15,15,7,20.62
"Navarra, Comunidad Foral de",2020-11-27,18,15,7,20.62
"Navarra, Comunidad Foral de",2020-11-28,9,15,7,21.31
"Navarra, Comunidad Foral de",2020-11-29,20,15,7,21.31
"Navarra, Comunidad Foral de",2020-11-30,17,15,7,22.31
"Navarra, Comunidad Foral de",2020-12-01,20,15,7,23.62
"Navarra, Comunidad Foral de",2020-12-02,19,15,6.69,23.62
"Navarra, Comunidad Foral de",2020-12-03,17,14.5,6.69,23.62
"Navarra, Comunidad Foral de",2020-12-04,18,14,6,23.62
"Navarra, Comunidad Foral de",2020-12-05,18,15,6,23.62
"Navarra, Comunidad Foral de",2020-12-06,18,15,6,24.31
"Navarra, Comunidad Foral de",2020-12-07,13,15,6,24.31
"Navarra, Comunidad Foral de",2020-12-08,15,15,6,22.62
"Navarra, Comunidad Foral de",2020-12-09,13,16,6,22.62
"Navarra, Comunidad Foral de",2020-12-10,17,16,6,22.62
"Navarra, Comunidad Foral de",2020-12-11,20,16,7.38,22.62
"Navarra, Comunidad Foral de",2020-12-12,20,16,7.38,22.62
"Navarra, Comunidad Foral de",2020-12-13,18,16,6,22
"Navarra, Comunidad Foral de",2020-12-14,19,16,6,23.31
"Navarra, Comunidad Foral de",2020-12-15,22,16,6.69,23.31
"Navarra, Comunidad Foral de",2020-12-16,18,16,6.69,24.31
"Navarra, Comunidad Foral de",2020-12-17,17,16,6.69,24.31
"Navarra, Comunidad Foral de",2020-12-18,30,16,6.69,24.31
"Navarra, Comunidad Foral de",2020-12-19,27,16,6.69,24.31
"Navarra, Comunidad Foral de",2020-12-20,20,16,8.69,25.62
"Navarra, Comunidad Foral de",2020-12-21,13,16,8.69,25.62
"Navarra, Comunidad Foral de",2020-12-22,14,17,8.69,25.62
"Navarra, Comunidad Foral de",2020-12-23,20,17,8.69,24.24
"Navarra, Comunidad Foral de",2020-12-24,16,17,7.38,27
"Navarra, Comunidad Foral de",2020-12-25,15,17,6.69,27
"Navarra, Comunidad Foral de",2020-12-26,7,17.5,6.69,27
"Navarra, Comunidad Foral de",2020-12-27,16,17,6.69,24.93
"Navarra, Comunidad Foral de",2020-12-28,17,17.5,6.69,24.93
"Navarra, Comunidad Foral de",2020-12-29,25,17.5,6.69,24.93
"Navarra, Comunidad Foral de",2020-12-30,15,17,6.69,24.93
"Navarra, Comunidad Foral de",2020-12-31,12,17,8.38,24.31
"Navarra, Comunidad Foral de",2021-01-01,18,17,9.69,25.31
"Navarra, Comunidad Foral de",2021-01-02,17,17,9.69,25.31
"Navarra, Comunidad Foral de",2021-01-03,15,17,10.38,25.31
"Navarra, Comunidad Foral de",2021-01-04,16,17,11,25.31
"Navarra, Comunidad Foral de",2021-01-05,7,18,11.69,25.31
"Navarra, Comunidad Foral de",2021-01-06,13,17.5,9.38,25.31
"Navarra, Comunidad Foral de",2021-01-07,15,17.5,8,24.62
"Navarra, Comunidad Foral de",2021-01-08,16,18,8,24
"Navarra, Comunidad Foral de",2021-01-09,10,17,8,28.62
"Navarra, Comunidad Foral de",2021-01-10,8,18,8,28.62
"Navarra, Comunidad Foral de",2021-01-11,19,18,8,28.62
"Navarra, Comunidad Foral de",2021-01-12,25,18,8,28.62
"Navarra, Comunidad Foral de",2021-01-13,15,18,8,28.62
"Navarra, Comunidad Foral de",2021-01-14,29,18,8.69,30
"Navarra, Comunidad Foral de",2021-01-15,27,18,10.38,30
"Navarra, Comunidad Foral de",2021-01-16,22,18.5,10.38,27.93
"Navarra, Comunidad Foral de",2021-01-17,21,19,10.38,27.93
"Navarra, Comunidad Foral de",2021-01-18,19,19,10.38,29.31
"Navarra, Comunidad Foral de",2021-01-19,16,19,10.38,29.31
"Navarra, Comunidad Foral de",2021-01-20,14,19,11,29.31
"Navarra, Comunidad Foral de",2021-01-21,14,19,11,29
"Navarra, Comunidad Foral de",2021-01-22,16,19,11,29
"Navarra, Comunidad Foral de",2021-01-23,19,18.5,10.38,29
"Navarra, Comunidad Foral de",2021-01-24,15,18,10.38,29
"Navarra, Comunidad Foral de",2021-01-25,15,18,9,28.31
"Navarra, Comunidad Foral de",2021-01-26,13,18,9,28.31
"Navarra, Comunidad Foral de",2021-01-27,25,17.5,9,25.93
"Navarra, Comunidad Foral de",2021-01-28,25,18,9,28.62
"Navarra, Comunidad Foral de",2021-01-29,21,17,9,28.62
"Navarra, Comunidad Foral de",2021-01-30,20,17,9,26.55
"Navarra, Comunidad Foral de",2021-01-31,19,18,9,26.55
"Navarra, Comunidad Foral de",2021-02-01,16,18,8.69,26.55
"Navarra, Comunidad Foral de",2021-02-02,14,18,9.38,27.24
"Navarra, Comunidad Foral de",2021-02-03,16,18,9.38,27.24
"Navarra, Comunidad Foral de",2021-02-04,20,18,9.38,26
"Navarra, Comunidad Foral de",2021-02-05,25,18,9.38,26.62
"Navarra, Comunidad Foral de",2021-02-06,13,18,9.38,26.62
"Navarra, Comunidad Foral de",2021-02-07,26,17.5,8,26.62
"Navarra, Comunidad Foral de",2021-02-08,22,17,8.69,26.62
"Navarra, Comunidad Foral de",2021-02-09,18,18,8.69,26.62
"Navarra, Comunidad Foral de",2021-02-10,12,18,8,26.62
"Navarra, Comunidad Foral de",2021-02-11,17,17,8,25.93
"Navarra, Comunidad Foral de",2021-02-12,10,17,8,25
"Navarra, Comunidad Foral de",2021-02-13,17,17,8,25.93
"Navarra, Comunidad Foral de",2021-02-14,13,17.5,9.38,28.31
"Navarra, Comunidad Foral de",2021-02-15,14,17,8.69,28.31
"Navarra, Comunidad Foral de",2021-02-16,15,17,8.69,28.31
"Navarra, Comunidad Foral de",2021-02-17,12,17,9.69,28.31
"Navarra, Comunidad Foral de",2021-02-18,14,18,9.69,28.31
"Navarra, Comunidad Foral de",2021-02-19,19,18,9.69,28.31
"Navarra, Comunidad Foral de",2021-02-20,15,18,9.69,28.31
"Navarra, Comunidad Foral de",2021-02-21,15,18,9.69,28
"Navarra, Comunidad Foral de",2021-02-22,14,18,10.69,28
"Navarra, Comunidad Foral de",2021-02-23,20,18,10.69,28
"Navarra, Comunidad Foral de",2021-02-24,14,18,11,27.31
"Navarra, Comunidad Foral de",2021-02-25,19,17,11,27.31
"Navarra, Comunidad Foral de",2021-02-26,14,18,11,27.31
"Navarra, Comunidad Foral de",2021-02-27,15,17,10.69,27.62
"Navarra, Comunidad Foral de",2021-02-28,15,17.5,10,27.62
"Navarra, Comunidad Foral de",2021-03-01,12,18,10,27.62
"Navarra, Comunidad Foral de",2021-03-02,9,18,10,27.62
"Navarra, Comunidad Foral de",2021-03-03,11,18,10,29
"Navarra, Comunidad Foral de",2021-03-04,15,17.5,10,29.31
"Navarra, Comunidad Foral de",2021-03-05,9,17,10,29.31
"Navarra, Comunidad Foral de",2021-03-06,12,17,8.38,29.31
"Navarra, Comunidad Foral de",2021-03-07,14,16,8.36,29.32
"Navarra, Comunidad Foral de",2021-03-08,18,16,8.34,29.33
"Navarra, Comunidad Foral de",2021-03-09,17,16,8.32,29.34
"Navarra, Comunidad Foral de",2021-03-10,15,15.5,8.3,26.75
"Navarra, Comunidad Foral de",2021-03-11,14,15,7,25
"Navarra, Comunidad Foral de",2021-03-12,13,15,7,25
"Navarra, Comunidad Foral de",2021-03-13,19,15,7,25
"Navarra, Comunidad Foral de",2021-03-14,17,15,7,25.38
"Navarra, Comunidad Foral de",2021-03-15,17,15,7,26.76
"Navarra, Comunidad Foral de",2021-03-16,13,15,7,26.76
"Navarra, Comunidad Foral de",2021-03-17,13,15,7,26.76
"Navarra, Comunidad Foral de",2021-03-18,14,15,8.24,26.76
"Navarra, Comunidad Foral de",2021-03-19,16,15,9,26.76
"Navarra, Comunidad Foral de",2021-03-20,16,17,9.62,26.76
"Navarra, Comunidad Foral de",2021-03-21,14,17,10,26.76
"Navarra, Comunidad Foral de",2021-03-22,17,17,10,26
"Navarra, Comunidad Foral de",2021-03-23,24,17,10,26
"Navarra, Comunidad Foral de",2021-03-24,18,17,10,23.76
"Navarra, Comunidad Foral de",2021-03-25,21,16,10,23.76
"Navarra, Comunidad Foral de",2021-03-26,15,16,10,23.76
"Navarra, Comunidad Foral de",2021-03-27,23,15,10,23.76
"Navarra, Comunidad Foral de",2021-03-28,11,15,9.62,23
"Navarra, Comunidad Foral de",2021-03-29,17,15,9.62,23.38
"Navarra, Comunidad Foral de",2021-03-30,17,15,9,24
"Navarra, Comunidad Foral de",2021-03-31,11,15,9,24
"Navarra, Comunidad Foral de",2021-04-01,9,15,9,24
"Navarra, Comunidad Foral de",2021-04-02,17,15,9,24
"Navarra, Comunidad Foral de",2021-04-03,24,15,8.62,24
"Navarra, Comunidad Foral de",2021-04-04,15,15,8.62,24
"Navarra, Comunidad Foral de",2021-04-05,17,15,8.62,24
"Navarra, Comunidad Foral de",2021-04-06,15,15,9.24,22.76
"Navarra, Comunidad Foral de",2021-04-07,19,15,7.62,24.76
"Navarra, Comunidad Foral de",2021-04-08,19,15,7,24.14
"Navarra, Comunidad Foral de",2021-04-09,18,14,7,24.14
"Navarra, Comunidad Foral de",2021-04-10,14,14,7,24.14
"Navarra, Comunidad Foral de",2021-04-11,14,14,7,24.14
"Navarra, Comunidad Foral de",2021-04-12,9,14,7,24.14
"Navarra, Comunidad Foral de",2021-04-13,17,15,7,24.14
"Navarra, Comunidad Foral de",2021-04-14,20,14,7.62,22
"Navarra, Comunidad Foral de",2021-04-15,18,15,8.86,22
"Navarra, Comunidad Foral de",2021-04-16,9,15,8.86,22.38
"Navarra, Comunidad Foral de",2021-04-17,9,15,6.62,22.38
"Navarra, Comunidad Foral de",2021-04-18,13,15,6.62,22.38
"Navarra, Comunidad Foral de",2021-04-19,11,15,6.62,22.38
"Navarra, Comunidad Foral de",2021-04-20,8,14,6.62,22.38
"Navarra, Comunidad Foral de",2021-04-21,16,15,6.62,23
"Navarra, Comunidad Foral de",2021-04-22,19,15,6.62,23
"Navarra, Comunidad Foral de",2021-04-23,17,15,6.62,25.66
"Navarra, Comunidad Foral de",2021-04-24,21,14,6.62,25.66
"Navarra, Comunidad Foral de",2021-04-25,21,14,6.62,25.66
"Navarra, Comunidad Foral de",2021-04-26,22,14,6.62,25.66
"Navarra, Comunidad Foral de",2021-04-27,21,14,6.62,25.66
"Navarra, Comunidad Foral de",2021-04-28,20,14,6.62,25.04
"Navarra, Comunidad Foral de",2021-04-29,11,14,6.62,25.04
"Navarra, Comunidad Foral de",2021-04-30,15,14,5.24,24.66
"Navarra, Comunidad Foral de",2021-05-01,21,14,5.86,25.9
"Navarra, Comunidad Foral de",2021-05-02,18,14,5.86,25.9
"Navarra, Comunidad Foral de",2021-05-03,15,15,5.24,25.9
"Navarra, Comunidad Foral de",2021-05-04,18,15,5.24,25.9
"Navarra, Comunidad Foral de",2021-05-05,16,15,5.24,25.9
"Navarra, Comunidad Foral de",2021-05-06,11,15,5.24,25.9
"Navarra, Comunidad Foral de",2021-05-07,18,15,6,22.76
"Navarra, Comunidad Foral de",2021-05-08,22,15,6,22
"Navarra, Comunidad Foral de",2021-05-09,13,15,6,22
"Navarra, Comunidad Foral de",2021-05-10,9,15,7.24,22
"Navarra, Comunidad Foral de",2021-05-11,17,15,7.24,22
"Navarra, Comunidad Foral de",2021-05-12,11,15,7.24,21.38
"Navarra, Comunidad Foral de",2021-05-13,13,15,7.24,22
"Navarra, Comunidad Foral de",2021-05-14,12,15,8,21.38
"Navarra, Comunidad Foral de",2021-05-15,10,15,8,21.38
"Navarra, Comunidad Foral de",2021-05-16,13,15,8.62,21.38
"Navarra, Comunidad Foral de",2021-05-17,11,14,8.62,23
"Navarra, Comunidad Foral de",2021-05-18,13,14,8.62,24
"Navarra, Comunidad Foral de",2021-05-19,16,14,8.62,24
"Navarra, Comunidad Foral de",2021-05-20,14,13,6.86,24
"Navarra, Comunidad Foral de",2021-05-21,8,14,6.86,24
"Navarra, Comunidad Foral de",2021-05-22,23,15,6.86,24
"Navarra, Comunidad Foral de",2021-05-23,15,15,6.86,24
"Navarra, Comunidad Foral de",2021-05-24,10,15,4.62,24.38
"Navarra, Comunidad Foral de",2021-05-25,10,14,4.62,23.76
"Navarra, Comunidad Foral de",2021-05-26,16,15,4.62,23.76
"Navarra, Comunidad Foral de",2021-05-27,13,14,5.24,23.76
"Navarra, Comunidad Foral de",2021-05-28,20,14,5.24,23.14
"Navarra, Comunidad Foral de",2021-05-29,20,13,5.24,23.14
"Navarra, Comunidad Foral de",2021-05-30,10,13,5.24,23.14
